1. 1.pngresized.png,315.0635,437.70013,302.321,438.76437,300.92905,441.08533,294.41522,422.6404,293.25833,427.67535,304.94397,383.5766,303.71735,382.7377,256.0549,468.30603,257.3617,447.7778,188.66591,535.83246,202.79446,500.5535,458.4201,257.48334,450.80545,264.2208,539.65717,378.67538,523.7449,379.2712,606.2673,487.25903,592.74445,474.9923
1. 5-benefits-of-downward-facing-dog-pose.pngresized.png,259.08224,370.43283,252.7154,370.9455,245.3487,374.3962,254.02734,357.937,240.53725,364.27487,275.54663,323.2907,244.24731,315.15656,221.68846,394.27396,196.26082,378.87244,161.30338,451.0263,137.96037,421.41473,413.4133,193.15646,391.3032,190.00208,471.05447,289.95694,453.0939,287.72733,529.8932,389.18542,509.44394,379.56714
10. screen-shot-2017-09-15-at-17.00.06-1024x585.pngresized.png,395.35516,493.11118,409.58368,495.75882,407.69293,494.54895,421.39178,484.02383,417.95013,481.7965,408.26364,441.8573,413.8589,442.60425,451.04083,499.06143,446.4251,508.02985,508.21655,543.18854,505.35086,567.48474,286.77722,340.22522,292.9836,311.21375,216.33362,423.48868,219.57999,211.00212,146.59334,521.3914,156.49324,93.51078
11. yoga_anatomy_using_muscle_awareness_to_lower_your_heels_in_downward_facing_dog_pose.pngresized.png,116.56465,111.097,112.00367,107.52873,118.70821,105.64233,110.77383,108.10227,123.43829,104.79157,106.489784,127.99345,144.25699,116.50726,81.04047,172.98563,138.16222,155.41197,61.80916,203.506,127.89696,192.00343,164.51073,183.81328,184.12721,174.10063,188.20854,227.09676,213.13628,216.99979,222.29877,258.4034,234.88327,251.53685
12. downward-facing-dog-pose.pngresized.png,431.15247,432.67487,448.56702,436.48782,449.5708,438.72495,461.6881,420.4488,465.32794,423.55588,461.80295,355.9049,458.01437,372.41302,508.92227,432.85114,498.1681,456.22543,566.7811,489.75,571.8463,521.236,263.79233,212.80034,253.22194,212.35393,159.27971,335.09842,146.16165,355.42807,68.50872,420.9981,21.988478,472.73703
13. downward-facing-dog-800x490.pngresized.png,334.4115,511.8455,314.9833,514.7566,315.03134,512.9327,300.94748,494.40256,304.31583,492.0824,313.3864,442.50336,324.52563,431.6723,237.1181,538.57306,250.97253,512.9993,128.59587,602.268,165.60846,579.3273,521.42194,249.01595,515.4512,252.31154,641.44354,427.69113,621.78284,425.42914,746.1011,587.96967,724.7528,570.1631
14. downward-dog-pose-as-done-by-a-dog.pngresized.png,220.86327,337.70572,211.6633,340.4692,211.68265,339.81564,203.21968,328.90665,205.45143,328.14246,201.42519,291.02814,210.86948,291.79034,133.00528,336.58267,141.8237,330.80728,66.84777,364.56906,81.749825,360.3128,288.1375,166.5676,292.64886,172.74371,378.89047,239.17413,379.03687,246.73206,458.85315,316.29556,457.48187,315.92535
14. untitled_design_33.pngresized.png,426.03406,432.10028,443.36847,440.51675,446.24097,439.80588,456.05527,427.6629,463.81464,425.95074,471.25574,372.02402,464.95844,386.17227,517.3842,445.9045,521.36224,472.34872,575.3545,496.55746,601.2049,546.63513,292.0942,212.97533,281.73132,218.76437,210.85869,359.87772,220.7755,365.26303,145.52142,473.15366,129.84146,488.68567
16. one-leg-downward-facing-dog-yoga-pose.pngresized.png,562.8402,621.67084,575.95233,620.5691,575.81104,622.1346,582.4715,606.23334,581.6603,609.2026,551.61176,567.1107,578.5982,565.65674,603.31885,629.5974,627.2457,635.7263,670.32654,680.4562,696.1877,705.49286,402.032,453.8935,413.22653,415.16153,300.0428,562.6428,300.52457,307.71915,196.72488,644.79504,197.69041,201.35878
17. screen_shot_2014-03-20_at_2.05.15_pm.pngresized.png,219.84424,228.48279,226.9933,233.03317,228.00421,232.86508,233.02708,227.9051,236.12283,226.98727,232.73228,200.73756,238.57658,203.81259,258.61972,231.95114,266.15836,243.54874,303.4665,255.02841,315.32455,267.8033,161.20499,125.32803,160.06012,123.0698,128.50098,199.34534,129.71559,204.33437,92.494545,260.71896,84.75594,272.4764
